CompanyNumber,NiceName,CompanyStatus
08610815,"Somerset Skills & Learning CIC",Active
SC428269,"Somerville Enterprises CIC",Active
08929142,"Something of My Own C.I.C.",Active
08153116,"Song Unite Community Interest Company",Active
08205726,"Soop Theatre CIC",Active
08514534,"Sostenuto CIC",Active
08475205,"Sostxt 2013 C.I.C.",Active
08652198,"Sostxt C.I.C.",Active
SC465175,"Sot CIC",Active
08929016,"Soul Support Systems UK CIC",Active
08269920,"Sound Communities Community Interest Company",Active
08670494,"Sound Community Music CIC",Active
08723445,"Sound Thinking for the Community CIC",Active
08202943,"Soundhub CIC",Active
08281412,"Soup Consultancy C.I.C.",Active
08496295,"South Devon Sound CIC",Active
08363421,"South East Funding Associates C.I.C.",Active
08364673,"South Glos Parents and Carers C.I.C.",Active
08200441,"South Suffolk Low Carbon Food Community Interest Company",Active
08615785,"South Tyneside Community Laundry C.I.C.",Active
08476355,"South Tyneside Lifestyle Choices C.I.C.",Active
08800843,"South West Autism CIC",Active
08938933,"South West Family Values C.I.C.",Active
08657982,"South West Scorpions Wheelchair Basketball Club CIC",Active
08384846,"South West Surgical Training Network C.I.C.",Active
08347822,"South West Transport Development CIC","Active - Proposal to Strike off"
08097142,"South Yorkshire Centre for Independent Living-Lifestyle Choices Community Interest Company",Active
08843354,"Southampton Friends of Co-Operation CIC",Active
08638473,"Southend Airshow Community Interest Company",Active
08974509,"Southwark Football Association Community Interest Company",Active
08578330,"Southwark Gymnastics Club CIC",Active
08436992,"Spa Enterprise Business Awards CIC",Active
SC433947,"Space Artworks CIC",Active
08792813,"Space II Learn Community Interest Company",Active
08179190,"Spacious Place Ministries C.I.C.",Active
08920174,"Spanish Business Quarter CIC",Active
08865767,"Spartan Community Security Community Interest Company",Active
08131962,"Spartanfam C.I.C.",Active
08794893,"Special Yoga Works CIC",Active
NI623924,"Specialisterne NI C.I.C.",Active
08632504,"Spero Legal Services Community Interest Company",Active
08900524,"Spider Project Wirral CIC",Active
08456362,"Spinningpath Arts CIC",Active
08958480,"Spirit of Light Ballet Ensemble Community Interest Company",Active
08863384,"Spiritus - Spirit in Action CIC",Active
08770088,"Spolu Community Interest Company",Active
08248621,"Sport Cambridge CIC",Active
08225753,"Sport Life Community Interest Company",Active
08293101,"Sport Wellsway Community Interest Company",Active
08805847,"Sporting Club Birmingham Community Interest Company",Active
08190081,"Sporting Heritage Community Interest Company",Active
08846873,"Sportlinks (Bristol) CIC",Active
08209538,"Sports Integration and Empowerment C.I.C.",Active
08641846,"Sports Key CIC",Active
08871068,"Spot Training CIC",Active
08911414,"Spreadi Community Interest Company",Active
08255261,"Spring Into Action CIC",Active
08875977,"Springers Academy C.I.C.",Active
08428772,"Springing Kids Into Life (Skil) CIC",Active
08819749,"Springs of Joy Care Solution (Soj) C.I.C.",Active
08569909,"Square Circle Theatre C.I.C.",Active
08880232,"Square Peg Clothing CIC",Active
08933748,"Squaremag (UK) C.I.C.",Active
08135394,"St Andrew's Youth Club and Family Project C.I.C.",Active
08723515,"St George's Quarter Community Interest Company",Active
08908989,"St Helens Community Transport C.I.C.",Active
08780411,"St Mary Bourne Village Shop Association Community Interest Company",Active
08146916,"St. Paul's Pre-School C.I.C.",Active
08515974,"St5 Sk8 CIC",Active
08896297,"Stable Lives Community Interest Company",Active
08256668,"Staffordshire Food Bank Community Interest Company","Active - Proposal to Strike off"
08101000,"Staffordshire Sport C.I.C.",Active
08842917,"Stance Theatre Company C.I.C.",Active
08815876,"Stanley Street Quarter CIC",Active
08911598,"Star Star C.I.C.",Active
08422349,"Starplaya Enterprise CIC",Active
08443928,"Startupout C.I.C.",Active
08828467,"Staveley Community Energy CIC",Active
08336171,"Staycarefree C.I.C.","Active - Proposal to Strike off"
08858906,"Steepleview Dofe CIC",Active
09005999,"Steinbeck Community Interest Company",Active
08135382,"Stellar Libraries CIC",Active
08617024,"Step1 Housing C.I.C.",Active
08865041,"Stephen Arthur Project C.I.C.",Active
08509450,"Sticky Bits (Carlisle) C.I.C.",Active
08613943,"Stilladventures C.I.C.",Active
SC445146,"Stirling Fringe Festival CIC",Active
08415007,"Stony Stratford Community Interest Company",Active
08727702,"Stop and Search App C.I.C.",Active
08119849,"Storm Basketball Community Interest Company",Active
08873925,"Story Explorers CIC",Active
08318694,"Story Play CIC",Active
08789158,"Story Sisters CIC",Active
08823010,"Stow Visitor Information Community Interest Company",Active
SC463605,"Strathnet C.I.C.",Active
08266011,"Street Is Culture Community Interest Company",Active
08246358,"Street Spirit Community Interest Company",Active
08315358,"Strickly Roots Connections C.I.C.",Active
08576442,"Strictly Creatives Community Interest Company",Active
NI621833,"Strive (Ni) C.I.C.",Active
08958611,"Striving to Succeed Community Interest Company",Active
08198217,"Stroke Action Croydon CIC",Active
08196532,"Stroma Trust CIC",Active
08343443,"Strong Roots C.I.C.",Active
08726126,"Student News Trust C.I.C.",Active
08127094,"Success (North East) Community Interest Company",Active
08500915,"Success Sussex C.I.C.","Active - Proposal to Strike off"
SC446683,"Suds Highland C.I.C.",Active
08692092,"Suicide Response CIC",Active
08266014,"Sukis Canine Rescue Crew C.I.C.",Active
08371902,"Sun Pier House CIC",Active
08779649,"Sun Run CIC",Active
08752946,"Sunderland People First Co-Operative Community Interest Company",Active
NI618198,"Sunflowerfest Unlimited C.I.C.",Active
08130461,"Sunrise Community Solutions CIC",Active
08190322,"Sunset Dawn Festivals CIC",Active
08859323,"Sup London C.I.C.",Active
08464329,"Supernode Foundation C.I.C.",Active
08907816,"Support and Development C.I.C.",Active
08339459,"Support the Youth C.I.C.",Active
08547432,"Supported Lodgings (Lancashire) CIC",Active
08953290,"Supporting Minds CIC",Active
08390197,"Supporting People and Pets Through Opportunity and Training (Sppot) Community Interest Company",Active
08362551,"Sure Street C.I.C.",Active
08604803,"Surfability UK CIC",Active
08114796,"Surrey Hills Enterprises C.I.C.",Active
08319606,"Surrey Youth Enterprise CIC",Active
08481340,"Survival Arts Community Interest Company",Active
08631063,"Sussex Children and Families of Prisoners Community Interest Company",Active
08390145,"Sussex Ethnic Minority Support Agency CIC",Active
08953210,"Sustainability Connections CIC",Active
SC470286,"Sustainable Enterprises Scotland CIC",Active
08171085,"Sustainable Motion CIC",Active
08448582,"Sustainable Oneworld Technologies C.I.C.",Active
08567788,"Sustained Theatre Up North CIC",Active
08364569,"Sutton Estates Training CIC",Active
08098968,"Suvat Fortunes Community Interest Company",Active
08132624,"Swahili United C.I.C.",Active
08896303,"Swan Mere Day Centre CIC",Active
08723528,"Swansea Association Independent Living C.I.C.",Active
08658014,"Swansea RFC Memorabilia Community Interest Company",Active
08670476,"Swansea Start CIC",Active
08948745,"Swanzie School of Talent CIC",Active
08613852,"Swerve T T C CIC",Active
08715596,"Swfish.co.uk CIC",Active
SC474180,"Swim64 CIC",Active
08900536,"Swindon Commercial Chaplaincy C.I.C.",Active
08415276,"Switch Community CIC",Active
08299796,"Switch Inclusion Services CIC",Active
08522643,"Switch Up C.I.C.",Active
08800069,"Symmetrical Futures CIC",Active
08900722,"Syth Care Community Interest Company",Active
08479703,"T Jennings & Co C.I.C.",Active
08554296,"T-Fest CIC",Active
08855032,"T.e.a.m in the Community CIC",Active
08515926,"T4s Healthy Lifestyles CIC",Active
08811294,"Tadcaster and Rural Community Interest Company",Active
08413282,"Tag (Bolton) C.I.C.",Active
08938528,"Tag-Team Fitness CIC",Active
08880614,"Tai Chi Nation CIC",Active
08731988,"Take a Part CIC",Active
08177773,"Take Control Enterprise Community Interest Company",Active
08424113,"Talem C.I.C.",Active
08296987,"Talking Eating Disorders CIC",Active
08827488,"Talking Health@the Beehive Peterborough CIC",Active
08933782,"Talking Romani Community Interest Company",Active
08383459,"Tameside Trinity Community Interest Company",Active
08880403,"Target Sports 4 Recovering Disability C.I.C.",Active
08867656,"Tasmai CIC",Active
SC440279,"Tattie Bogal CIC",Active
08113464,"Tavistock Enterprise Hub CIC",Active
08859161,"Taxawal Gambia CIC",Active
08382963,"Taylor Education & Training C.I.C.",Active
08476056,"Taylormade Community Fitness Centres CIC",Active
08419697,"Tchoukball UK CIC",Active
08721915,"Tcl4 Community Interest Company",Active
08721932,"Tcl5 Community Interest Company",Active
08721950,"Tcl6 Community Interest Company",Active
08721956,"Tcl7 Community Interest Company",Active
08721962,"Tcl8 Community Interest Company",Active
08721977,"Tcl9 Community Interest Company",Active
08558188,"Tdq.com Community Interest Company",Active
08382899,"Team Creativity Community Interest Company",Active
08391029,"Team1 Training Community Interest Company",Active
08506040,"Tec Aid UK CIC",Active
08526107,"Techresort Community Interest Company",Active
08372257,"Teenage Health Matters CIC",Active
08894058,"Tees Valley Tourism Alliance C.I.C.",Active
08659807,"Teesvision C.I.C.",Active
08794522,"Teign Village Water Community Interest Company",Active
08359705,"Teignmouth & Dawlish Community Interest Company",Active
08578328,"Teignmouth Community Land Trust Community Interest Company",Active
08545244,"Telford & Wrekin Radio CIC",Active
08956189,"Telford After Care Team (Tact) CIC",Active
08996515,"Tell the Tale C.I.C.",Active
08589682,"Temp Central Community Interest Company",Active
08933927,"Ten-Nineteen Wood and Garden CIC",Active
08661340,"Tendercare Health Initiative UK CIC",Active
08270997,"Teots C.I.C.",Active
08661480,"Terraintegra First Mile C.I.C.",Active
08501185,"Teston Village Stores CIC",Active
08568643,"Tesyouth Community Interest Company",Active
08186833,"Tete's Space Community Interest Company",Active
08904229,"TFT Future CIC",Active
08601288,"TGSP Social Enterprises Community Interest Company",Active
08608171,"Thames Path Art C.I.C.",Active
08781688,"Thanet Farmers' Market CIC",Active
08503050,"Thanet Food Link C.I.C.",Active
08261463,"Thanet Outreach Project C.I.C.",Active
08210954,"Thanet Premier Business Group CIC",Active
08850619,"That Place in the Park CIC",Active
08428661,"The 7 Graces Project CIC",Active
08424835,"The Academy of Hard Knocks Community Interest Company",Active
SC469304,"The Adventure Academy C.I.C.",Active
08228814,"The Alan Winner Academy C.I.C.",Active
08876755,"The Alliance for Safe Online Pharmacy in the Eu Community Interest Company",Active
08102855,"The Alliance of Independent Authors C.I.C.",Active
08839099,"The Angel Spinkhill Community Interest Company",Active
08752861,"The Appreciation Society C.I.C.",Active
08540681,"The Art Union CIC",Active
08570552,"The Association of Disability Driving Instructors CIC",Active
08188238,"The Astell Project Community Interest Company",Active
08830720,"The Autism Behaviour Communication CIC",Active
08840999,"The Avalon Centre CIC",Active
08430385,"The B4 Project Community Interest Company",Active
09017743,"The Back Kitchen CIC",Active
SC453809,"The Base Kilmarnock C.I.C.",Active
08848930,"The Base Skatepark Community Interest Company",Active
08436968,"The Base Theatre Community Interest Company",Active
08881959,"The Bath Bridge CIC",Active
08496267,"The Bay Area Project C.I.C.",Active
08608231,"Body Complete UK CIC",Active
08631049,"Bofa Inspire CIC",Active
08514590,"Bohemian Breaks Community Interest Company",Active
08472368,"Bolney Meadow Community Centre Community Interest Company",Active
08835196,"Bolt Head Project Devon CIC",Active
08702023,"Bolton Language Society Community Interest Company",Active
08966325,"Book Clubs in Schools CIC",Active
08594262,"Bordesley Green Detached Project Community Interest Company",Active
08878110,"Boudicca Sports CIC",Active
08504883,"Boulder Hut C.I.C.",Active
08840175,"Bourn Tree Field Nursery CIC",Active
08714915,"Bovey Tracey Community Trust Community Interest Company",Active
08676309,"Bowbridge Community Farm Shop CIC",Active
08783433,"Boxford Build Community Interest Company",Active
08563319,"Brand New Tricks C.I.C.",Active
08538740,"Bread2share CIC",Active
08819733,"Breathe UK Training C.I.C.",Active
08825167,"Breathing Spaces Garden Therapy Community Interest Company",Active
08769871,"Brent Somali Consortium Community Interest Company",Active
SC476026,"Brewing Heritage Scotland CIC",Active
08914349,"Brickhill Better Energy Efficiency C.I.C.",Active
08667087,"Bridge the Gap Solutions CIC",Active
08736199,"Bridges Enhanced Learning CIC",Active
08958555,"Bridlington Quay Community Interest Company",Active
08674605,"Bright Green Enterprise C.I.C.",Active
08731817,"Brighter Environment CIC",Active
08894101,"Brighton & Hove Tourism Alliance CIC",Active
08550152,"Brightsparks Training Community Interest Company",Active
08786917,"Brightsparks Workshops CIC",Active
08805707,"Brilliant Communities C.I.C.",Active
08971574,"Brilliant Play Solutions CIC",Active
08846875,"Bringing Us Together C.I.C.",Active
08904329,"Bristol 24/7 CIC",Active
08776039,"Bristol Autism Support C.I.C.",Active
08945656,"Bristol Boilerhouse CIC",Active
08838348,"Bristol Food Network CIC",Active
09016845,"Bristol Usability Group CIC",Active
08843075,"Bristol Woman C.I.C.",Active
08779662,"British Focusing Association CIC",Active
08651219,"Broadfield Nursery Community Interest Company",Active
09019516,"Brockwell Drama CIC",Active
SC474179,"Broken Spokes Coffee House and Bicycle Workshop CIC",Active
08769988,"Bromford Security Services Community Interest Company",Active
08594483,"Bromley Football Academy CIC",Active
08645294,"Brothers, Sisters & Mates Connections Community Interest Company",Active
08580069,"Bu-Mentoring ""Uk"" C.I.C.",Active
08989053,"Bubble Chamber GMS C.I.C.",Active
08530782,"Buckfastleigh Community Land Trust Community Interest Company",Active
08770193,"Bufc Community Interest Company",Active
08723436,"Burnt Oak Rangers Football Club Community Interest Company",Active
SC448651,"Business Initiatives Stronsay CIC",Active
08840405,"Buzz Lockleaze CIC",Active
08880138,"BWTL CIC",Active
08751149,"Byspokes CIC",Active
08856926,"Cabinet of Curiosity C.I.C.",Active
08786932,"Cafe Art (UK) Community Interest Company",Active
08805949,"Cafe Connect C.I.C.",Active
08463900,"Cafe Hub Enterprises Community Interest Company",Active
SC467362,"Cafe Treehouse C.I.C.",Active
08906346,"Cage 4 All CIC",Active
SC451332,"Caithness Music Company CIC",Active
SC461102,"Calbyn Property C.I.C.",Active
08630975,"Calm Acupuncture CIC",Active
08595870,"Cambridge International Arts Programmes Community Interest Company",Active
SC465174,"Camera Voices Community Interest Company",Active
08478821,"Camp-CWM-Llynfi Community Interest Company","Active - Proposal to Strike off"
09000494,"Campbell Turnell Consulting & Training Community Interest Company",Active
08792820,"Camzam Community Interest Company",Active
08819774,"Can You Hear Us? C.I.C.",Active
08828599,"Canine Education and Training C.I.C.",Active
08727059,"Carabosse Theatre and Production Company C.I.C.",Active
08636165,"Cardiff Arts Collective C.I.C.",Active
08674872,"Cardiff M.a.d.e C.I.C.",Active
08929035,"Cardona Productions C.I.C.",Active
08881976,"Care Ceramics CIC",Active
08945487,"Care Connect Iow CIC",Active
08754670,"Care Extra C.I.C.",Active
08858870,"Care Partnership CIC",Active
08568638,"Carers Break Community Interest Company",Active
08541916,"Carers Educate CIC",Active
08850924,"Caring for Carers in Kent and Medway CIC",Active
08645274,"Caring for Families UK CIC",Active
08827535,"Carley Development Trust C.I.C.",Active
08705783,"Carousel Arts C.I.C.",Active
08602972,"Carpe Diem X11 Community Interest Company",Active
08522619,"Cart Before the Horse CIC",Active
08787721,"Carterton Pre-School C.I.C.",Active
08894088,"Catalyst Counselling CIC",Active
08617446,"Caterpillar Crafts C.I.C.",Active
08915352,"Catholic Care (Diocese of Leeds) Enterprises CIC",Active
08668763,"Cauda Equina Syndrome Association C.I.C.",Active
08656011,"Cedar Guitars C.I.C.",Active
08519026,"Central Ethnic Minority Achievement Hub CIC",Active
08803750,"Central Music Education Service CIC",Active
08565058,"Central Working (Larkin) Community Interest Company",Active
08860762,"Centre for Capacity Building and Enterprise Development C.I.C.",Active
SC464220,"Centre for Entrepreneurship Education Scotland C.I.C.",Active
08437172,"Centric Learning Tree CIC",Active
08493589,"Change 2 Progress C.I.C.",Active
08783913,"Changing Lanes (Cheshire) CIC",Active
08608156,"Changing Lanes Community Services CIC",Active
08764604,"Changing Lives in the North East CIC",Active
08699475,"Changing Lives Kent CIC",Active
08717764,"Chase Meadow Centre Partners C.I.C.",Active
08814780,"Cheeky Cherubs Soft Play and Learning Centre CIC",Active
08705799,"Cheeky Recycles Community Interest Company",Active
08586315,"Chelmsford Community Radio C.I.C.",Active
08755381,"Chesham Community Hub Community Interest Company",Active
08748509,"Cheshire Pshe Workshops and Training C.I.C.","Active - Proposal to Strike off"
08913259,"Childrens Clothing.solihull Community Interest Company",Active
08435210,"China to UK Cultural School C.I.C.",Active
08738782,"Chipping Cricket Club CIC",Active
08661528,"Choices Foundation C.I.C.",Active
08725579,"Chorley Carnival CIC",Active
08894077,"Chrysalis Formations CIC",Active
08652271,"Chudleigh Community Interest Company",Active
08842980,"Chulmleigh Learning Community Interest Company",Active
08880098,"Gosfield Foundation Community Interest Company",Active
08478820,"Gosport Marine Scene CIC",Active
09005872,"Graphic Science Sidekick Community Interest Company",Active
SC461116,"Grass Roots Growers CIC",Active
08425392,"Grassroot Workshop C.I.C.",Active
08842843,"Grassroots Africa CIC",Active
08758778,"Gravity Red Inspires C.I.C.",Active
SC463745,"Great for Good Community Interest Company",Active
08699637,"Great Massingham Social Club Community Interest Company",Active
08537291,"Great Sussex Bath Race C.I.C.",Active
08826629,"Greater Manchester Outdoor Learning CIC",Active
08900693,"Green Curtain Theatre Community Interest Company",Active
08643699,"Green Fingers Outdoor Classroom C.I.C.",Active
SC460054,"Green Iglu C.I.C.",Active
08547548,"Green Peaches C.I.C.",Active
08486504,"Greenaissance C.I.C.",Active
08805857,"Greencare Enterprise CIC",Active
08700499,"Greener Growth CIC",Active
08430439,"Greenlight Community Catering C.I.C.",Active
NI618353,"Greenshoots (Ni) Community Interest Company",Active
08914989,"Greenshoots (Yorkshire) CIC",Active
08758362,"Grey Education Community Interest Company",Active
08933735,"Greyfriars Quarter Community Interest Company",Active
08697939,"Grosvenor Arts C.I.C.",Active
08857213,"Grow Gaia Community Interest Company",Active
08956158,"Grow Mindfulness C.I.C.",Active
08604881,"Growing Roots Community Interest Company",Active
08980142,"Guedanka Community Interest Company",Active
08980062,"Gymnastics Elite Coaching Company CIC",Active
08563242,"Gypsy and Purple Foundation C.I.C.",Active
08940358,"H-Arts Theatre Company Community Interest Company",Active
08431081,"Hackney Wick and Fish Island C.I.C.",Active
08791002,"Hadleigh Chamber of Commerce C.I.C.",Active
08444940,"Haigh Birds of Prey C.I.C.","Active - Proposal to Strike off"
08672617,"Hairducation Academy CIC",Active
08926934,"Hammersmith and Fulham Coalition Against Cuts Community Interest Company",Active
08827568,"Hampshire Cultureseekers CIC",Active
08519054,"Hanifah Pre-School CIC",Active
08805755,"Happiness Matters C.I.C.",Active
08745420,"Happy Education C.I.C.",Active
SC448327,"Happy Mums Market CIC",Active
08900530,"Happy Planet Creative Arts CIC",Active
08602980,"Harmony Cafe C.I.C.",Active
SC456248,"Harper Community Initiative C.I.C.",Active
08595855,"Harrogate and Hambleton Community Foundation CIC",Active
08599245,"Harrow Community Action Community Interest Company",Active
08921487,"Harrow Desis CIC",Active
08867571,"Hastings Independent Press CIC",Active
08785069,"Haughton Hub Community Interest Company",Active
08489020,"Hawcom Community Interest Company",Active
08540666,"Hay Theatre CIC",Active
08496156,"Haywards Heath Town CIC",Active
08749012,"Haywards Heath Town Team CIC",Active
08626860,"Haywards Heath Youth C.I.C.",Active
SC463355,"HD Arts Productions Community Interest Company",Active
08752909,"Health and Life Transitions CIC",Active
08784026,"Health Nutrition and Fitness C.I.C.",Active
08743419,"Healthease Catalysts in Communities CIC",Active
08980065,"Healthkickz CIC",Active
08971551,"Healthrecharge CIC",Active
08886952,"Healthwatch Bury CIC",Active
08896296,"Healthwatch BWD C.I.C.",Active
08516179,"Healthwatch Cambridgeshire C.I.C.",Active
08548235,"Healthwatch Dorset C.I.C.",Active
08437084,"Healthwatch East Riding of Yorkshire CIC",Active
09019458,"Healthwatch Gateshead C.I.C.",Active
08457463,"Healthwatch Hackney C.I.C.",Active
08553852,"Healthwatch Hampshire C.I.C.",Active
08668833,"Healthwatch Isle of Wight C.I.C.",Active
08451745,"Healthwatch Kingston Upon Hull CIC",Active
08586395,"Healthwatch Luton C.I.C.",Active
08451733,"Healthwatch North Lincolnshire CIC",Active
08496240,"Healthwatch Northamptonshire CIC",Active
08943486,"Healthwatch Rutland Community Interest Company",Active
08956077,"Healthwatch Sandwell CIC",Active
08459719,"Healthwatch Six Towns CIC",Active
08686075,"Healthwatch Slough C.I.C.",Active
08737632,"Healthwatch Surrey C.I.C.",Active
08540708,"Healthwatch Tameside C.I.C.",Active
08530826,"Healthwatch Thurrock C.I.C.",Active
08440754,"Healthwatch Walsall C.i.c",Active
08520647,"Healthwatch West Berkshire CIC",Active
08557470,"Healthwatch West Sussex C.I.C.",Active
08464602,"Healthwatch Wiltshire C.I.C.",Active
08479100,"Healthwatch Wirral CIC",Active
08561195,"Healthwatch Wokingham Borough C.I.C.",Active
08462181,"Healthwatch Wolverhampton C.I.C.",Active
08938553,"Healthy Ever After Community Interest Company",Active
08752891,"Heart & Soul Community CIC",Active
08617312,"Heart of Deafness Community Interest Company",Active
08804161,"Heart of the Mind Community Interest Company",Active
08880546,"Heart of the South-West Lep C.I.C.",Active
08723487,"Heartbeat London CIC",Active
08754674,"Heat Basketball Club Community Interest Company",Active
08894136,"Heaven's Road Catholic Enterprises CIC",Active
08945585,"Helen Owen Marketing Enterprises (Home) CIC",Active
08727506,"Help-in-Care C.I.C.",Active
08472583,"Helping Hands Wallheath C.I.C.",Active
08520707,"Her Rugby League Association CIC",Active
SC448194,"Herbal Scotland CIC",Active
08486468,"Hercules Wimbledon Athletic Club C.I.C.",Active
SC464753,"Heriot Community Broadband C.I.C.",Active
08586515,"Heritage Support C.I.C.",Active
08556843,"Hero School CIC",Active
08582135,"Herts Community Solutions C.I.C.",Active
08760919,"Hessle First Business Association Community Interest Company",Active
08486162,"Hidden Track Theatre C.I.C.",Active
09010368,"Hidden Treasures Finishing School CIC",Active
08844655,"Hidden Treasures New and Old CIC","Active - Proposal to Strike off"
08478981,"High and Away Community Interest Company",Active
08860744,"High Ashes Rural Project C.I.C.",Active
08953212,"High Impact Intervention Community Interest Company",Active
08457518,"High Peak Scrapstore Community Interest Company",Active
08846777,"High Tech Bristol and Bath C.I.C.",Active
SC455437,"High-Speed Universal Broadband Services C.I.C.",Active
08898285,"Hirst Wood Regeneration C.I.C.",Active
08554236,"His Provision CIC",Active
08650749,"Hiw UK CIC",Active
08875828,"Holmfirth Film Festival CIC",Active
09017637,"Holy Hiatus Community Interest Company",Active
08904795,"Home Fairy CIC",Active
08657908,"Home of Justice Network CIC",Active
08938540,"Home of Succour C.I.C.",Active
08516591,"Homeless Beanies C.I.C.",Active
08428702,"Homeless Rugby CIC",Active
08769829,"Homestyle Community Housing C.I.C.",Active
08528471,"Honey Bees Pre-School Community Interest Company",Active
NI624277,"Hope 4 Life (Ni) CIC",Active
08603143,"Hope Landscapes C.I.C.",Active
08688162,"Hope Psychological Services C.I.C.",Active
08943720,"Hope Research CIC",Active
08948567,"Hopscotch Pre-School CIC",Active
08501914,"Horizons - Learning From Others CIC",Active
08522308,"Horizons Family Support and Services Centre C.I.C.",Active
08809258,"Horn of Africa Community UK / C.I.C.",Active
08516157,"Horn of Manchester Enterprise CIC",Active
08751249,"Hornbeam Bakers Collective C.I.C.",Active
08704150,"Horningsea Community Interest Company",Active
08696092,"Horse Sense for Life CIC",Active
08658038,"Horsethinking CIC",Active
08549450,"Horsforth Music Centre CIC",Active
08617289,"Horwood Coombe Forest School & Outdoor Education Centre C.I.C.",Active
SC461101,"Hotel Artysans C.I.C.",Active
08902596,"Hotspur Early Years Preschool Community Interest Company",Active
08472338,"House of Butterflies C.I.C.",Active
08700446,"House of Lily C.I.C.",Active
08504898,"Household Helping Hands C.I.C.",Active
08661361,"How 2 Save a Life C.I.C.",Active
08774747,"How to Draw a Zebra CIC",Active
08586178,"Human Camera CIC",Active
08696087,"Humanistic Awakenings CIC",Active
08626856,"Humanity First Foundation Community Interest Company",Active
08511097,"I Am Blessed (Iab) Community Interest Company",Active
08520515,"I to I Cricket School Community Interest Company",Active
08674587,"I.m.p.a.c.t Northeast Community Interest Company",Active
08933806,"Ideal Community Care Solutions C.I.C.",Active
08871179,"Idya CIC",Active
08706454,"Ignite! North West C.I.C.",Active
08625009,"Ihsan Academy C.I.C.",Active
08991429,"Ihsan Humanitarian Academy C.I.C.",Active
08561087,"Imanuelle Future Education Community Interest Company",Active
08657936,"Imo State Diaspora UK CIC",Active
08880176,"Impact Community Gym CIC",Active
08707773,"Impartial Sid CIC",Active
08589675,"Impropriety CIC",Active
08922248,"In the Same Boat C.I.C.",Active
08846848,"In the Sticks Social Enterprise C.I.C.",Active
08446873,"In Touch Massage & Holistic Therapies C.I.C.",Active
08873637,"In Your Element Education and Training CIC",Active
SC474627,"In2mission Community Interest Company",Active
08983264,"In2recovery CIC",Active
08610901,"Include Me C.I.C.",Active
08840170,"Inclusive Figures CIC",Active
08709566,"Inclusive Fitness CIC",Active
08727646,"New Leaf Educational Gardens C.I.C.",Active
08704072,"New Leaf Recovery Community Interest Company",Active
08729466,"New Light Aquaponics Community Interest Company",Active
08282452,"New Orion CIC",Active
08749175,"New River Studios CIC",Active
08230060,"New Tigers Head Studio C.I.C.",Active
08336161,"New Venture Creations C.I.C.",Active
08448433,"New Weather CIC",Active
08438093,"Newcastle Melody Centre Community Interest Company","Active - Proposal to Strike off"
08936232,"Newcastle Vikings American Football CIC",Active
08509734,"Newcastle Wood Recycling Community Interest Company",Active
08352444,"Newcastle-Under-Lyme Town Centre Partnership Community Interest Company",Active
08460165,"Newton Carnival & Community Resource Services CIC",Active
08849087,"Next Big Thing Programmes C.I.C.",Active
08913535,"Next Chapter (NW) CIC",Active
08466832,"Next Generation Resources CIC",Active
08647143,"Next Step Mentoring Community Interest Company",Active
08458877,"Nigerian Events Awards UK C.I.C.",Active
08396294,"Nigerian Social Workers Association UK CIC",Active
08610869,"Niyilola Foundation C.I.C.",Active
08754799,"Nkwa Education C.I.C.",Active
08748797,"Nmo-UK Rare Illness Research Foundation CIC",Active
08249891,"No More Fags C.I.C.",Active
08384543,"No-Walls Gardens CIC",Active
08756506,"Node Connexion C.I.C.",Active
08392805,"Nomadic Education Community Interest Company",Active
08747274,"Nomos Appropriate Adult Service C.I.C.",Active
08961325,"Noomap Community Interest Company",Active
08812891,"Norden Playgroup Community Interest Company",Active
08800457,"Norfolk Farmers' Markets CIC",Active
08349920,"Norfolk Sports Coaching & Personal Training Community Interest Company",Active
08514712,"Norman Court Montessori Community Interest Company",Active
08171672,"North Cornwall Broadcasting CIC",Active
08737215,"North Devon Moving Image CIC",Active
08462590,"North Devon Sunrise Community Interest Company",Active
08530556,"North East Social Innovation Lab C.I.C.",Active
08904396,"North East Social Investment Community Interest Company",Active
08235190,"North East Specialist Therapeutic Services CIC",Active
08953170,"North East Wales Sinfonia C.I.C.",Active
SC470300,"North Glasgow Skate CIC",Active
08675257,"North Jesmond Preschool Newcastle Community Interest Company",Active
08430113,"North Leeds Music Centre CIC",Active
SC434351,"North Light Arts CIC",Active
08479246,"North Liverpool Business Alliance C.I.C.",Active
08705889,"North Somerset Reuse Project Community Interest Company",Active
08160199,"North Tyneside Business Forum C.I.C.",Active
08601302,"North West Lodestar C.I.C.",Active
08682763,"North-East Barnsley Sustainable Communities Initiative Community Interest Company",Active
08438528,"Northampton Festivals C.I.C.",Active
08399780,"Northern Beds CIC",Active
08503122,"Northern Devon Sustainable Energy Community Interest Company",Active
08684605,"Northern Movement Arts C.I.C.",Active
08803755,"Northern Music Education Service CIC",Active
08505124,"Northern Youth Project (Nyp) C.I.C.",Active
08540785,"Northstar Guidance Services CIC",Active
08567614,"Northwest Design Works C.I.C.",Active
09000507,"Northwest Nutrition, Health and Fitness CIC",Active
08819758,"Norton Sports and Leisure Promotions CIC",Active
08894032,"Notre Art CIC",Active
08800112,"Nottart Community Interest Company",Active
08576446,"Nottingham News Centre CIC",Active
08416253,"Now Productions UK. C.I.C.",Active
08867693,"Now43 CIC",Active
08867427,"Nubiwise CIC",Active
08825282,"Nugent Social Enterprises CIC",Active
